review_text,sentiment
Support,1
Best shuttle,1
Perfect,1
Nice product,1
Very good product.,1
All shuttles were too bad. They are breaking easily after 3-4 games,0
Quality of this  product purchased online is poor as compared to offline stores.👎🏼,0
Long lasts than other nylon shuttle,1
Good,1
Good 👍,1
Excellent,1
Genuine product and no used ones luckily,1
Good job,1
Very bad quality,1
Nice,1
Good,1
Thanks for delivery in time,1
Good,1
Good,1
It's nice,1
Nice,1
Great stuff♥️,1
Nice tq,1
Long lasting,1
Good product but his price is very high...,1
Excellent,1
Nice,1
Good,1
Nice,1
An original yonex shuttle. Decent price as compared to the market. Durability is not that much. It would hardly last 6-7 matches at max. But the flight path is very predictable and is a very good option and more durable in comparison to the feather shuttle.,1
Mind blowing,1
Very good.,1
Good one I like it,1
Very nice products,1
Got original product,1
Well brand,1
Nice product,1
This is my fourth order ...🥲🥲🥲 recieved 10 rupees shuttles,1
Good,1
Good quality,1
Good product,1
Good product,1
All got broken so soon.,0
Good quality 👍,1
Good quality. Delivered on time .,1
Good product,1
Unlike my earlier purchases this is not even lasting for  2 days .,0
Low quality... don't buy online😖,0
Looks genuine with great quality,1
Good product,1
Quality is very poor..,0
No good,0
Superb,1
This is the original product. Buy with no hesitation,1
Very nice and good quality service.....thanks flipkart and team.,1
Super ❤️,1
Good,1
Fine,1
Too good,1
Bad product..... Waste of money😡Don't buy this product,0
Very nice product.. Delivered in only 1 day.. Super super super 👍👍👍,1
Super,1
Its good but slow move,1
Super,1
Good boy,1
nice,1
Very good quality,1
Original product.  Liked it,1
Good,1
This easy to play,1
Nice,1
Good product. Original Yonex.,1
Good,1
As usual it's a good one. Its Yonex,1
Best,1
nice shuttle for reasonable price. the flight doesnt alter much even after 6 or 7 games. far better than those purchased from local stores,1
Excellent,1
Best shuttle for practice,1
Marvellous product.,1
Good one,1
Quality not good,0
Super,1
Good,1
Good,1
Awesome product 👍🏻,1
Nice,1
poor Quality,0
Product quantity to bad,0
Good,1
Nice product,1
Good,1
Nice,1
Best,1
not good,0
Not that good ququality,0
Super,1
genuine product thank you flipkart,1
I'm an intermediate player. The shuttle easily lasts for 10-15 games without any problem. Can be used for casual outdoor games.,1
Best!,1
GREAT SELLER REPLACEMENT DELIVERY IN 2 days,1
Good Quality,1
Nice quality,1
Good,1
"Instead of Mavis 350,I got Mavis 2000i.That product is also duplicate. I am quite frustrated. Please don't buy this product.",0
Average,0
Best quality,1
Nice,1
Amazing price,1
"The product and pacaging is very good 👌, thank you flipkart",1
Awesome,1
Very good,1
Excellent,1
"Must buy , value for money",1
Valuable,1
Super,1
Iam order this cockes are quality is not good and speed is slow bad product,0
Good one,1
Very good good,1
Very good quality,1
Worthy,1
Product is good.,1
Good product,1
Nice packing  good quality,1
Ok,1
Nice product,1
Good,1
Best badminton shuttle nothing is better than this product Just a little expensive but is the best !,1
Superb,1
Good,1
Speed of the shuttle is not not as per standard Yonex Mavis 350?,0
Good quality,1
Good,1
Good you such definetely go for it 👍👍🤞,1
Good,0
Good ProductAwesome Delivery Nice Durability Highly Recommended 🥰🥰,1
Excellent,1
Best,1
Not bad,1
Good,1
Good,1
Very nice,1
God,1
excellent,1
This is perfect,1
good,1
"I don't think it is Mavis 350, quality is bad",0
Very good quality,1
Excellent product,1
Quality is not good,0
Good,1
Worst Quality.....,0
ok ok,1
Good one... Little more quality required,1
Good,1
Perfect to play,1
Tq ok,1
Genuine product.,1
Excellent balance,1
Too expensive,0
Nice,1
Gud to play,1
Value for money 💵 buy it again ☺️,1
Very..good product.. i really... impressed,1
Superb corck,1
Good,1
Good,1
We play 2 hours daily and none of this lasted a whole day. Poor quality .,0
Super,1
We use always this.super.,1
nice,1
Gods product,1
Quality of the product is very good and it's quite genuine product,1
Very good...Durable...,1
There is no one better than yonex Mavis,1
I m using mavis 350 since 5 years.. I would have given 5 stars but -1 star for condition of barrel received. However shuttles are in good condition as it is nylon.Delivery was good received the item within three days.,1
Bad packings shuttle complicated,1
Good,1
Original made in japan,1
This is best for beginners and professional,1
Nice Product.,1
Super product,1
Massive,1
Nice,1
Super,1
Go for it without any second thoughts,1
This is not original Yonex Mavis 350. It is a useless cork with the look and branding of Yonex Mavis 350. It won’t last for more than 2 games,0
good,1
excellent,1
No need mention anything it's always the best,1
Excellent quality,1
Super Quality mind blowing,1
Good shuttles,1
All the shuttle are so nice,1
Excellent,1
Awesome must buy,1
G9od,1
Good quality ☺️,1
Good,1
The best product,1
Good,1
"This is my 2nd purchase for same product Good shuttle as compared to othersI don't know but the mavis350 I bought from Flipkart is very very sturdy, nylon skirt gets ripped but cork doesn't get loose or came out of single shuttle and it's good for me We use those ripped shuttle for warm up👍",1
Good product,1
"High durability, long lasting,",1
Long life and good quality,1
Good quality. Genuine product.,1
Supper,1
Nic one,1
Good,1
Product is good and worth of every penny.,1
good,1
For a player it's good,1
Super qulitt,1
Nice,1
Good,1
Nice,1
Good has company brand,1
Value for money,1
Shuttle is very good perfect for badminton players,1
Nice item,1
Good for playing shuttle,1
Good,1
Superb for outdoor. Nice Quality,1
Nice,1
Value for money💯💯,1
Very nice shuttle and speed,1
Good and durability is also good,1
Good,1
"Good,",1
Excellent shuttle for outdoor use. And can last for 2-3 days,1
Good,1
It is so good,1
Good,1
Good product,1
Good product,1
Original . Awesome. Love to Flipkart,1
Gud,1
"Very good , but expensive . Try it.",1
Nice,1
Great product😇,1
Awesome 👌,1
Worth for money good one,1
VEERY GOOD PRDUCT,1
Perfect for indoor games..,1
Very Good Quality Provided By Flipkart!,1
Good product...,1
Good product,1
Very good,1
Excellent,1
Shuttlecock quality is much more better,1
The shuttles are,0
Perfect for intermediate level of playing,1
Good product for yonex and good service for Flipkart,1
It's good I really appreciate,1
Excellent shuttle.....,1
Nice one,1
Worthy,1
I am happy,1
Kollam super,1
Genuine product...thanks flipkart,1
Very good product,1
This time not good so,0
Not worth for even single star.,0
Fine one,1
Good,1
Very poor Quality,0
Quality was not good after playing one or two games the bottom came off the shuttle.,0
Very good,1
Quality not good,0
Good & original product,1
Good quality,1
Excellent.,1
Very good,1
Bad product 🥴,0
Nice,1
No one is like Yonex,1
Good build quality,1
Good,1
Nice,1
Gd product,1
Nice,1
Nice product,1
Supeb,1
Very good 😊😊😊😊😊,1
Excellent,1
Super,1
This product is a very bad and totally changed.,0
Nice,1
Good item,1
super,1
Nice product u can go for it.. Packing was good overall genuine product worth for money.,1
Worth of cost,1
Good,1
Best in mid range for daily use,1
Good,1
Very nice product.,1
Nice product.,1
See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery.,1
Excellent,1
Good,1
Better quality,1
Good quality shuttles. Delivery is also fast,1
Original shuttle ❤️🔥,1
Very good,1
Poor responsed from Flipkart,1
Fantastic….,1
Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinment,0
Nuber one qualitty,1
Super,1
Good,1
Value for money,1
Original product love it..,1
Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players.,1
Good one,1
"Super,strong",1
"Price is too much,But can't compare with other",1
Gd,1
Good product,1
Quality is not good,0
Good,1
Worth to buy,1
Superb quality . Thanks alot to deliver guy,1
